timestamp,isRaceOn,timestampMS,engine_max_rpm,engine_idle_rpm,engine_current_rpm,accel_x,accel_y,accel_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,yaw,pitch,roll,norm_susp_fl,norm_susp_fr,norm_susp_rl,norm_susp_rr,tire_slip_fl,tire_slip_fr,tire_slip_rl,tire_slip_rr,wheel_rot_fl,wheel_rot_fr,wheel_rot_rl,wheel_rot_rr,wheel_on_rumble_fl,wheel_on_rumble_fr,wheel_on_rumble_rl,wheel_on_rumble_rr,wheel_in_puddle_fl,wheel_in_puddle_fr,wheel_in_puddle_rl,wheel_in_puddle_rr,surface_rumble_fl,surface_rumble_fr,surface_rumble_rl,surface_rumble_rr,tire_slip_angle_fl,tire_slip_angle_fr,tire_slip_angle_rl,tire_slip_angle_rr,tire_combined_slip_fl,tire_combined_slip_fr,tire_combined_slip_rl,tire_combined_slip_rr,susp_travel_fl,susp_travel_fr,susp_travel_rl,susp_travel_rr,car_ordinal,car_class,car_performance_index,drivetrain_type,num_cylinders,pos_x,pos_y,pos_z,speed_mps,speed_kph,speed_mph,power,torque,tire_temp_fl,tire_temp_fr,tire_temp_rl,tire_temp_rr,boost,fuel,distance,best_lap,last_lap,current_lap,current_race_time,lap_number,race_position,accel,brake,clutch,handbrake,gear,steer,norm_driving_line,norm_ai_brake_diff
2025-12-08T21:28:11.093482Z,true,3974698,9499.9951171875,1028.0244140625,4973.7998046875,-8.395614624023438,-0.1445418894290924,-1.715090036392212,-0.4211111068725586,0.010580241680145264,28.46186637878418,0.002982085570693016,-0.3023199439048767,-0.03142014518380165,-2.502455711364746,-0.004608784336596727,0.04668894782662392,0.24466706812381744,0.28392383456230164,0.22499388456344604,0.29137304425239563,-0.02812601812183857,-0.01720690354704857,0.006031585391610861,-0.10708942264318466,91.29608917236328,92.74513244628906,91.6920166015625,92.13421630859375,0,0,0,0,0,0,0,0,0,0,0,0,-0.631836473941803,-0.507706880569458,-0.01957586780190468,-0.012910960242152214,0.632462203502655,0.5079984068870544,0.02048400789499283,0.10786490142345428,-0.006233036518096924,-0.0029830187559127808,-0.00656852126121521,-0.001183837652206421,1387,4,848,0,6,5535.3662109375,102.44599914550781,-397.01776123046875,28.464982986450195,102.4739387512207,63.6744590417099,-34871.7265625,-66.92478942871094,214.97528076171875,213.11224365234375,126.15921783447266,126.15921783447266,-11.02499771118164,1,0,0,0,0,2525.013671875,0,0,0,0,0,0,3,-125,0,0
2025-12-08T21:28:11.118473Z,true,3974731,9499.9951171875,1028.0244140625,4958.62158203125,-9.256649017333984,-0.14964830875396729,-2.244739294052124,-0.4390296936035156,0.008521795272827148,28.37183380126953,0.004629453644156456,-0.35993465781211853,-0.02525700442492962,-2.513578414916992,-0.003961639478802681,0.04581340774893761,0.2413950264453888,0.29859355092048645,0.20290282368659973,0.2683616876602173,-0.032342080026865005,-0.015916161239147186,0.006845566909760237,0.0028746079187840223,90.85557556152344,92.62403869628906,91.25018310546875,91.62418365478516,0,0,0,0,0,0,0,0,0,0,0,0,-0.6037091016769409,-0.4830019474029541,-0.04877403378486633,-0.037174273282289505,0.6045747995376587,0.48326411843299866,0.049252089112997055,0.037285249680280685,-0.00650392472743988,-0.0017685294151306152,-0.008360549807548523,-0.0030505210161209106,1387,4,848,0,6,5534.81689453125,102.44969940185547,-397.7904968261719,28.37523078918457,102.15083084106446,63.473688761558535,-34618.0859375,-66.6484146118164,214.92498779296875,213.09327697753906,126.14371490478516,126.14371490478516,-11.02499771118164,1,0,0,0,0,2525.047119140625,0,0,0,0,0,0,3,-125,0,0
2025-12-08T21:28:11.142099Z,true,3974764,9499.9951171875,1028.0244140625,4942.74462890625,-9.899847030639648,-0.18197187781333923,-2.2595133781433105,-0.42307186126708984,0.0064942240715026855,28.294591903686523,0.006995833478868008,-0.41284820437431335,-0.027017951011657715,-2.526541233062744,-0.003192203352227807,0.0450064018368721,0.2351229190826416,0.307928204536438,0.20280307531356812,0.26841551065444946,-0.032304421067237854,-0.016835391521453857,0.005657747387886047,-0.09930170327425003,90.43357849121094,92.45853424072266,90.87693786621094,91.87714385986328,0,0,0,0,0,0,0,0,0,0,0,0,-0.6966583728790283,-0.5462270975112915,-0.08713064342737198,-0.07106247544288635,0.6974069476127625,0.546486496925354,0.08731414377689362,0.12210939079523087,-0.00702318549156189,-0.000995725393295288,-0.008368641138076782,-0.0030461549758911133,1387,4,848,0,6,5534.2783203125,102.45264434814453,-398.5677490234375,28.29775619506836,101.87192230224609,63.30038274299622,-34381.6640625,-66.39871215820312,214.87391662597656,213.07379150390625,126.13184356689453,126.13184356689453,-11.02499771118164,1,0,0,0,0,2525.08056640625,0,0,0,0,0,0,3,-127,0,0
2025-12-08T21:28:11.180728Z,true,3974798,9499.9951171875,1028.0244140625,4919.490234375,-10.329073905944824,-0.18311601877212524,-2.3039214611053467,-0.39542198181152344,0.010532677173614502,28.200082778930664,0.010697823949158192,-0.4615946412086487,-0.02439703606069088,-2.5411763191223145,-0.002238843822851777,0.044192537665367126,0.22794616222381592,0.3140658736228943,0.20339235663414001,0.2867467403411865,-0.03191408887505531,-0.02476227842271328,0.008190002292394638,0.0033836786169558764,89.93461608886719,92.0970458984375,90.45252990722656,91.31107330322266,0,0,0,0,0,0,0,0,0,0,0,0,-0.8151112198829651,-0.6323740482330322,-0.13067977130413055,-0.10753314197063446,0.8157357573509216,0.6328586935997009,0.1309361606836319,0.10758636891841888,-0.007617339491844177,-0.000487595796585083,-0.008320838212966919,-0.0015591233968734741,1387,4,848,0,6,5533.751953125,102.45484161376953,-399.3492736816406,28.202856063842773,101.53028182983398,63.088096843452455,-34027.07421875,-66.0176010131836,214.83380126953125,213.07041931152344,126.12393951416016,126.12393951416016,-11.02499771118164,1,0,0,0,0,2525.114013671875,0,0,0,0,0,0,3,-127,0,0
2025-12-08T21:28:11.209269Z,true,3974831,9499.9951171875,1028.0244140625,4907.89306640625,-11.390344619750977,-0.08091085404157639,-2.602773666381836,-0.3603343963623047,0.023762226104736328,28.096500396728516,0.006029829382896423,-0.5081527829170227,-0.023807011544704437,-2.557384490966797,-0.0012076165294274688,0.04342128708958626,0.22994117438793182,0.33532217144966125,0.20014651119709015,0.2953685522079468,-0.040234677493572235,-0.01565314270555973,0.009118453599512577,0.003237789962440729,89.5287857055664,92.0737533569336,90.01941680908203,92.37440490722656,0,0,0,0,0,0,0,0,0,0,0,0,-0.6764864325523376,-0.5225515961647034,-0.176651269197464,-0.1459687054157257,0.6776818633079529,0.522786021232605,0.1768864542245865,0.1460046023130417,-0.00745217502117157,0.0012721866369247437,-0.008584141731262207,-0.0008597224950790405,1387,4,848,0,6,5533.23876953125,102.45640563964844,-400.1356201171875,28.098819732666016,101.15575103759765,62.85537381278992,-33803.203125,-65.7634506225586,214.8060760498047,213.08445739746094,126.1195068359375,126.1195068359375,-11.02499771118164,1,0,0,0,0,2525.1474609375,0,0,0,0,0,0,3,-121,0,0
2025-12-08T21:28:11.24606Z,true,3974865,9499.9951171875,1028.0244140625,4905.99365234375,-12.442299842834473,0.21856757998466492,-2.3898892402648926,-0.30357933044433594,0.04235309362411499,28.037826538085938,-0.013349476270377636,-0.5535967350006104,-0.0242603849619627,-2.575194835662842,-0.0005707406089641154,0.042640991508960724,0.24608612060546875,0.35955730080604553,0.19346708059310913,0.2981884181499481,-0.02668093517422676,-0.01984916813671589,0.00528976833447814,0.00030530442018061876,89.3537826538086,92.17847442626953,89.74038696289062,92.3252182006836,0,0,0,0,0,0,0,0,0,0,0,0,-0.5097087025642395,-0.40105757117271423,-0.22985459864139557,-0.18812566995620728,0.5104065537452698,0.40154844522476196,0.22991545498371124,0.18812592327594757,-0.006115555763244629,0.003278583288192749,-0.009125977754592896,-0.0006309747695922852,1387,4,848,0,6,5532.73876953125,102.45783996582031,-400.92840576171875,28.03950309753418,100.94221115112305,62.722686058998114,-33762.91796875,-65.72468566894531,214.76824951171875,213.086181640625,126.11908721923828,126.11908721923828,-11.02499771118164,1,0,0,0,0,2525.180908203125,0,0,0,0,0,0,3,-36,0,0
2025-12-08T21:28:11.379452Z,true,3974898,9499.9951171875,1028.0244140625,4903.05322265625,-10.60533332824707,0.4858279228210449,-1.718292474746704,-0.00405120849609375,0.04627889394760132,27.99532127380371,-0.03742886334657669,-0.5254683494567871,0.03871980309486389,-2.593662738800049,-0.0006617760518565774,0.042630814015865326,0.27540093660354614,0.4035485088825226,0.1887098103761673,0.2966332733631134,-0.0013405709760263562,-0.038322385400533676,-0.00223705917596817,0.0029301915783435106,89.37752532958984,92.04592895507812,89.64913940429688,92.17945098876953,0,0,0,0,0,0,0,0,0,0,0,0,0.20966064929962158,0.19978998601436615,-0.3264180123806,-0.2905913293361664,0.20966492593288422,0.20343215763568878,0.3264256715774536,0.2906061112880707,-0.003688618540763855,0.006920561194419861,-0.009511888027191162,-0.0007571280002593994,1387,4,848,0,6,5532.2509765625,102.45964050292969,-401.72479248046875,27.995359420776367,100.78329391479492,62.62393930271149,-33736.44140625,-65.69293212890625,214.70228576660156,213.0475616455078,126.12407684326172,126.12407684326172,-11.02499771118164,1,0,0,0,0,2525.21435546875,0,0,0,0,0,0,3,0,0,0
2025-12-08T21:28:11.379499Z,true,3974932,9499.9951171875,1028.0244140625,4897.7265625,-7.751608371734619,0.6944816708564758,-1.524543285369873,0.30159664154052734,0.03457149863243103,27.954608917236328,-0.05022965744137764,-0.433231920003891,0.02232176810503006,-2.6095621585845947,-0.0015177102759480476,0.0438067689538002,0.31032854318618774,0.424775630235672,0.2022593468427658,0.30772995948791504,-0.0008016408537514508,-0.03741192817687988,-0.0011549396440386772,0.0031252976041287184,89.4848861694336,91.74147033691406,89.76428985595703,91.85338592529297,0,0,0,0,0,0,0,0,0,0,0,0,0.0655193105340004,0.06018722802400589,-0.38965925574302673,-0.3431072533130646,0.06552421301603317,0.070867158472538,0.3896609842777252,0.3431214988231659,-0.0007970035076141357,0.008677929639816284,-0.008412748575210571,0.00014303624629974365,1387,4,848,0,6,5531.7666015625,102.4622573852539,-402.5226135253906,27.956256866455078,100.64252471923828,62.53646923484803,-33649.7578125,-65.59526824951172,214.61769104003906,212.96241760253906,126.14617156982422,126.14617156982422,-11.02499771118164,1,0,0,0,0,2525.247802734375,0,0,0,0,0,0,3,0,0,0
2025-12-08T21:28:11.379509Z,true,3974965,9499.9951171875,1028.0244140625,4890.35205078125,-7.694756984710693,0.8897419571876526,-1.3297255039215088,0.40000152587890625,0.027633458375930786,27.913667678833008,-0.04413599520921707,-0.3481687903404236,-0.00010130833834409714,-2.6225218772888184,-0.0025625168345868587,0.04411289468407631,0.3355630040168762,0.42325615882873535,0.22581957280635834,0.3242771625518799,-0.0004336298443377018,-0.036867327988147736,-0.0006268384750001132,0.0031310764607042074,89.54084777832031,91.41262817382812,89.82746124267578,91.50904846191406,0,0,0,0,0,0,0,0,0,0,0,0,-0.0021912006195634604,-0.0034047896042466164,-0.37430161237716675,-0.32241156697273254,0.0022336954716593027,0.03702421486377716,0.3743021488189697,0.32242676615715027,0.0012921243906021118,0.008552134037017822,-0.006501540541648865,0.0014853477478027344,1387,4,848,0,6,5531.28955078125,102.46574401855469,-403.32293701171875,27.916545867919922,100.49956512451172,62.44763811378479,-33537.57421875,-65.47525787353516,214.51380920410156,212.8624267578125,126.17578887939453,126.17578887939453,-11.02499771118164,1,0,0,0,0,2525.28125,0,0,0,0,0,0,3,0,0,0
2025-12-08T21:28:11.379558Z,true,3974998,9499.9951171875,1028.0244140625,4882.1650390625,-8.238758087158203,0.8909633159637451,-1.177900791168213,0.3963794708251953,0.02111995220184326,27.87503433227539,-0.02899683266878128,-0.27233463525772095,-0.009367353282868862,-2.632786750793457,-0.003321233903989196,0.043919410556554794,0.34006616473197937,0.4061385691165924,0.2620171308517456,0.3593771457672119,-0.002666870132088661,-0.035595834255218506,-0.00034390322980470955,0.0028863975312560797,89.57901000976562,91.0715560913086,89.85953521728516,91.17670440673828,0,0,0,0,0,0,0,0,0,0,0,0,-0.03227980062365532,-0.02997119352221489,-0.3245421350002289,-0.2861997187137604,0.03238977864384651,0.04653317108750343,0.3245423138141632,0.28621426224708557,0.0016649365425109863,0.007134988903999329,-0.003565192222595215,0.0043326616287231445,1387,4,848,0,6,5530.82080078125,102.46993255615234,-404.1271057128906,27.877859115600586,100.36029281616212,62.36109817005158,-33410.15625,-65.3369369506836,214.4033966064453,212.75868225097656,126.2026138305664,126.2026138305664,-11.02499771118164,1,0,0,0,0,2525.314697265625,0,0,0,0,0,0,3,0,0,0
